book,category_path,filename,ext,usage,size_bytes,size_mb,width,height,orientation,size_bucket,suggested_role,subject_hits,relative_path,status,art_tag,notes
5 Parsecs Core Rulebook,Art/png/General Art,Nov_22_Driftingaway.png,png,ingame,2645620,2.52,6000,3500,landscape,scene_landscape,scene,tag:space_travel,5 Parsecs Core Rulebook/Art/png/General Art/Nov_22_Driftingaway.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_23_Sunset2_.png,png,ingame,2155922,2.06,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Nov_23_Sunset2_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_23_theplan_.png,png,ingame,20042057,19.11,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Nov_23_theplan_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_24_Cityview_.png,png,ingame,9029525,8.61,6000,3500,landscape,scene_landscape,scene,tag:starport_street,5 Parsecs Core Rulebook/Art/png/General Art/Nov_24_Cityview_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_25_Street_2nd scene_-p35.png,png,ingame,7769366,7.41,6000,3500,landscape,scene_landscape,scene,tag:starport_street;tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Nov_25_Street_2nd scene_-p35.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_25_Street_2nd scene_.png,png,ingame,19148312,18.26,6000,3500,landscape,scene_landscape,scene,tag:starport_street;tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Nov_25_Street_2nd scene_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_25_Street_oldman_.png,png,ingame,17250321,16.45,6000,3500,landscape,scene_landscape,scene,tag:starport_street,5 Parsecs Core Rulebook/Art/png/General Art/Nov_25_Street_oldman_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_25_Street_trade_.png,png,ingame,19021574,18.14,6000,3500,landscape,scene_landscape,scene,tag:starport_market;tag:starport_street,5 Parsecs Core Rulebook/Art/png/General Art/Nov_25_Street_trade_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_26_Nightstreet_.png,png,ingame,18993887,18.11,6000,3500,landscape,scene_landscape,scene,tag:starport_street,5 Parsecs Core Rulebook/Art/png/General Art/Nov_26_Nightstreet_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_6_ShipRamp_Illus.png,png,ingame,15366061,14.65,6000,2400,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Nov_6_ShipRamp_Illus.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_7_streetwalk_Illus-p21.png,png,ingame,11442302,10.91,6000,2043,landscape,scene_landscape,scene,tag:starport_street,5 Parsecs Core Rulebook/Art/png/General Art/Nov_7_streetwalk_Illus-p21.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_7_streetwalk_Illus.png,png,ingame,13982631,13.33,6000,2043,landscape,scene_landscape,scene,tag:starport_street,5 Parsecs Core Rulebook/Art/png/General Art/Nov_7_streetwalk_Illus.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_8_bartrade_Illus.png,png,ingame,13033451,12.43,6000,2043,landscape,scene_landscape,scene,tag:starport_market;tag:starport_bar,5 Parsecs Core Rulebook/Art/png/General Art/Nov_8_bartrade_Illus.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_9_Spyiing_ships2_wip.png,png,ingame,18125127,17.29,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Nov_9_Spyiing_ships2_wip.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Nov_9_sneakout_F_Illus.png,png,ingame,13971172,13.32,6000,2400,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Nov_9_sneakout_F_Illus.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,One_Down_Freestyle.png,png,ingame,17106144,16.31,6000,3375,landscape,scene_landscape,scene,freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/One_Down_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Orbital space station.png,png,ingame,5019223,4.79,6000,4000,landscape,scene_landscape,scene,tag:space_travel;tag:world_arrival,5 Parsecs Core Rulebook/Art/png/General Art/Orbital space station.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Package Escort Soullesses.png,png,ingame,16552603,15.79,6000,3375,landscape,scene_landscape,scene,species:soulless,5 Parsecs Core Rulebook/Art/png/General Art/Package Escort Soullesses.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Pink Hair Screens F.png,png,ingame,29788822,28.41,6000,3375,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Pink Hair Screens F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Red Desert.png,png,ingame,19338803,18.44,6000,3375,landscape,scene_landscape,scene,tag:wasteland,5 Parsecs Core Rulebook/Art/png/General Art/Red Desert.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Repair.png,png,ingame,6675692,6.37,6000,3375,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Repair.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Repair_Freestyle.png,png,ingame,17240021,16.44,6000,3375,landscape,scene_landscape,scene,freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Repair_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Reverse View F.png,png,ingame,18635110,17.77,6000,3375,landscape,scene_landscape,scene,revision,5 Parsecs Core Rulebook/Art/png/General Art/Reverse View F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,RnD LAB 2 F BW.png,png,ingame,13889825,13.25,6000,3375,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/RnD LAB 2 F BW.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,RnD LAB 2 F.png,png,ingame,18871668,18.0,6000,3375,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/RnD LAB 2 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,RnD LAB F.png,png,ingame,19309151,18.41,6000,3375,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/RnD LAB F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Ruins Geiger PDF.png,png,ingame,6326125,6.03,3000,1750,landscape,scene_landscape,scene,tag:alien_ruins,5 Parsecs Core Rulebook/Art/png/General Art/Ruins Geiger PDF.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,SLYN BLASTING F V3.png,png,ingame,19744897,18.83,6000,3375,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/SLYN BLASTING F V3.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Scene 1 F.png,png,ingame,13436093,12.81,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Scene 1 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Scene 15 F.png,png,ingame,17993340,17.16,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Scene 15 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Scene 2 F v2 (1).png,png,ingame,11776258,11.23,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Scene 2 F v2 (1).png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Scene 3 F.png,png,ingame,11214653,10.7,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Scene 3 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Scene 4 F.png,png,ingame,37405189,35.67,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Scene 4 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Scene 5 F 2.png,png,ingame,41791927,39.86,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Scene 5 F 2.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Scene 6 REV.png,png,ingame,65910498,62.86,8000,4500,landscape,scene_landscape,scene,tag:battle_action;revision;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Scene 6 REV.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Scene 7 F.png,png,ingame,11771173,11.23,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Scene 7 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Scene 8 REV.png,png,ingame,41810711,39.87,6000,3375,landscape,scene_landscape,scene,tag:battle_action;revision;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Scene 8 REV.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Scene 9 REV 2.png,png,ingame,37992302,36.23,6000,3375,landscape,scene_landscape,scene,tag:battle_action;revision;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Scene 9 REV 2.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Scene 9 REV.png,png,ingame,37995954,36.24,6000,3375,landscape,scene_landscape,scene,tag:battle_action;revision;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Scene 9 REV.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Scout ships renders 1 (3) fish.png,png,ingame,363074,0.35,1226,1130,square,misc,scene,tag:wilderness_approach,5 Parsecs Core Rulebook/Art/png/General Art/Scout ships renders 1 (3) fish.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Scout ships renders 1 (3) racer.png,png,ingame,594918,0.57,1544,1042,landscape,misc,scene,tag:wilderness_approach,5 Parsecs Core Rulebook/Art/png/General Art/Scout ships renders 1 (3) racer.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Scouting_Freestyle.png,png,ingame,38112397,36.35,6000,3375,landscape,scene_landscape,scene,tag:wilderness_approach;freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Scouting_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Scoutship 1114 (1).png,png,ingame,8538484,8.14,3840,2471,landscape,scene_landscape,scene,tag:wilderness_approach,5 Parsecs Core Rulebook/Art/png/General Art/Scoutship 1114 (1).png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Screen Captain NO 19 F.png,png,ingame,15839929,15.11,6000,3375,landscape,scene_landscape,scene,species:captain,5 Parsecs Core Rulebook/Art/png/General Art/Screen Captain NO 19 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Shape in Wall Scene 2 F BW.png,png,ingame,15123738,14.42,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Shape in Wall Scene 2 F BW.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Shape in Wall Scene 2 F.png,png,ingame,19072577,18.19,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Shape in Wall Scene 2 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Ship Attack.png,png,ingame,4640798,4.43,6000,3375,landscape,scene_landscape,scene,tag:battle_action,5 Parsecs Core Rulebook/Art/png/General Art/Ship Attack.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Ship Ruin NO 22 F.png,png,ingame,17561449,16.75,6000,3375,landscape,scene_landscape,scene,tag:alien_ruins,5 Parsecs Core Rulebook/Art/png/General Art/Ship Ruin NO 22 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Shipyard.png,png,ingame,3810631,3.63,6000,3375,landscape,scene_landscape,scene,tag:starport_docks,5 Parsecs Core Rulebook/Art/png/General Art/Shipyard.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Sleepers Firing NO 17 F.png,png,ingame,17793641,16.97,6000,3375,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Sleepers Firing NO 17 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Slyn Attack Scene 9 Fa.png,png,ingame,22303113,21.27,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Slyn Attack Scene 9 Fa.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Sneaky_swarm_Concept.png,png,ingame,17986659,17.15,6000,3375,landscape,scene_landscape,scene,species:swarm;concept_sheet,5 Parsecs Core Rulebook/Art/png/General Art/Sneaky_swarm_Concept.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Storage_Lab_Freestyle.png,png,ingame,18477526,17.62,6000,3375,landscape,scene_landscape,scene,freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Storage_Lab_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Swamp_Concept_1.png,png,ingame,15538903,14.82,6000,3375,landscape,scene_landscape,scene,concept_sheet,5 Parsecs Core Rulebook/Art/png/General Art/Swamp_Concept_1.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Swamp_attack_Concept.png,png,ingame,17760671,16.94,6000,3375,landscape,scene_landscape,scene,tag:battle_action;concept_sheet,5 Parsecs Core Rulebook/Art/png/General Art/Swamp_attack_Concept.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Swarm_Freestyle.png,png,ingame,16425375,15.66,6000,3375,landscape,scene_landscape,scene,species:swarm;freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/Swarm_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Swarm_run_Concept.png,png,ingame,18544586,17.69,6000,3375,landscape,scene_landscape,scene,species:swarm;concept_sheet,5 Parsecs Core Rulebook/Art/png/General Art/Swarm_run_Concept.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,THE COLONY F.png,png,ingame,39035225,37.23,6000,3375,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/THE COLONY F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,THE ORDER V2.png,png,ingame,17941757,17.11,6000,3375,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/THE ORDER V2.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,TakeCover_Concept.png,png,ingame,19990106,19.06,6000,3375,landscape,scene_landscape,scene,cover_art;concept_sheet,5 Parsecs Core Rulebook/Art/png/General Art/TakeCover_Concept.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Take_Cover_Concept.png,png,ingame,16864562,16.08,6000,3375,landscape,scene_landscape,scene,cover_art;concept_sheet,5 Parsecs Core Rulebook/Art/png/General Art/Take_Cover_Concept.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Tank_Concept_1.png,png,ingame,17567652,16.75,6000,3375,landscape,scene_landscape,scene,concept_sheet,5 Parsecs Core Rulebook/Art/png/General Art/Tank_Concept_1.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Tank_Concept_2.png,png,ingame,18024219,17.19,6000,3375,landscape,scene_landscape,scene,concept_sheet,5 Parsecs Core Rulebook/Art/png/General Art/Tank_Concept_2.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,The Corridor.png,png,ingame,4200887,4.01,6000,3217,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/The Corridor.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,The_View_Freestyle.png,png,ingame,17775944,16.95,6000,3375,landscape,scene_landscape,scene,freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/The_View_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,The_Wreckage_Freestyle.png,png,ingame,17008060,16.22,6000,3375,landscape,scene_landscape,scene,tag:crash_site;freestyle_action,5 Parsecs Core Rulebook/Art/png/General Art/The_Wreckage_Freestyle.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Troopers Blasted NO 15 F.png,png,ingame,16027473,15.28,6000,3375,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Troopers Blasted NO 15 F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Trucks moving Scene 1 Fa.png,png,ingame,24102323,22.99,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Trucks moving Scene 1 Fa.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Tunnel Cliff 29 JUNGLE SCENE F.png,png,ingame,36267133,34.59,6000,3375,landscape,scene_landscape,scene,tag:battle_action;named_scene,5 Parsecs Core Rulebook/Art/png/General Art/Tunnel Cliff 29 JUNGLE SCENE F.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Unity Grunts.png,png,ingame,6720856,6.41,6000,3375,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Unity Grunts.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,Vent Crawler .png,png,ingame,1895410,1.81,2429,1434,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/Vent Crawler .png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,back cover backgrounf 300rgb.png,png,ingame,2619429,2.5,1961,2882,portrait,fullpage,scene,cover_art,5 Parsecs Core Rulebook/Art/png/General Art/back cover backgrounf 300rgb.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,dEC_8_Entrance_.png,png,ingame,20581149,19.63,6000,3500,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/dEC_8_Entrance_.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,nov_17_Gun_shop2.png,png,ingame,5100996,4.86,6000,3600,landscape,scene_landscape,scene,,5 Parsecs Core Rulebook/Art/png/General Art/nov_17_Gun_shop2.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/General Art,precursor Attack.png,png,ingame,5192530,4.95,6000,3375,landscape,scene_landscape,scene,species:precursor;tag:battle_action,5 Parsecs Core Rulebook/Art/png/General Art/precursor Attack.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/Misc,Screenshot 2021-02-04 at 16.05.07.png,png,ingame,67915,0.06,1254,722,landscape,misc,uncategorized,,5 Parsecs Core Rulebook/Art/png/Misc/Screenshot 2021-02-04 at 16.05.07.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/Misc,p109 flat.png,png,ingame,6162200,5.88,1961,2882,portrait,fullpage,uncategorized,,5 Parsecs Core Rulebook/Art/png/Misc/p109 flat.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/Sheets,5PH-Sheets-CrewLog.png,png,ingame,171539,0.16,2764,1843,landscape,scene_landscape,ui_template,,5 Parsecs Core Rulebook/Art/png/Sheets/5PH-Sheets-CrewLog.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/Sheets,5PH-Sheets-EncounterLog.png,png,ingame,81764,0.08,2764,1843,landscape,scene_landscape,ui_template,,5 Parsecs Core Rulebook/Art/png/Sheets/5PH-Sheets-EncounterLog.png,untriaged,,
5 Parsecs Core Rulebook,Art/png/Sheets,5PH-Sheets-WorldRecordSheet.png,png,ingame,92129,0.09,2764,1843,landscape,scene_landscape,ui_template,,5 Parsecs Core Rulebook/Art/png/Sheets/5PH-Sheets-WorldRecordSheet.png,untriaged,,
5 Parsecs Core Rulebook,Art/psd,Cover2-C_FINAL.psd,psd,source,133200496,127.03,,,,,uncategorized,cover_art,5 Parsecs Core Rulebook/Art/psd/Cover2-C_FINAL.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd,FiveParsecsFromHome-Cover.psd,psd,source,398199682,379.75,,,,,uncategorized,cover_art,5 Parsecs Core Rulebook/Art/psd/FiveParsecsFromHome-Cover.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd,No_11_Map_Updated_Fina_Revisedl.psd,psd,source,94419525,90.05,,,,,uncategorized,revision,5 Parsecs Core Rulebook/Art/psd/No_11_Map_Updated_Fina_Revisedl.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd,Nov_22_Driftingaway.psd,psd,source,123770491,118.04,,,,,uncategorized,tag:space_travel,5 Parsecs Core Rulebook/Art/psd/Nov_22_Driftingaway.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd,Nov_23_Sunset2_.psd,psd,source,120922259,115.32,,,,,uncategorized,,5 Parsecs Core Rulebook/Art/psd/Nov_23_Sunset2_.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd,Skulker.psd,psd,source,8320073,7.93,,,,,uncategorized,species:skulker,5 Parsecs Core Rulebook/Art/psd/Skulker.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd,Vent Crawler .psd,psd,source,90120914,85.95,,,,,uncategorized,,5 Parsecs Core Rulebook/Art/psd/Vent Crawler .psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/3D Books,5LFB_3D_Book_ViaMod.psd,psd,source,37530037,35.79,,,,,marketing_ignore,,5 Parsecs Core Rulebook/Art/psd/3D Books/5LFB_3D_Book_ViaMod.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/3D Books,5PFH_3D_Book_ViaMod_Tactics.psd,psd,source,37262057,35.54,,,,,marketing_ignore,,5 Parsecs Core Rulebook/Art/psd/3D Books/5PFH_3D_Book_ViaMod_Tactics.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/3D Books,Battlespace Render Transparent.psd,psd,source,27541776,26.27,,,,,marketing_ignore,tag:space_travel,5 Parsecs Core Rulebook/Art/psd/3D Books/Battlespace Render Transparent.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/3D Books,Country Road Z Render.psd,psd,source,29866733,28.48,,,,,marketing_ignore,,5 Parsecs Core Rulebook/Art/psd/3D Books/Country Road Z Render.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/3D Books,Five Parsecs Compendium Render Transparent.psd,psd,source,29024482,27.68,,,,,marketing_ignore,,5 Parsecs Core Rulebook/Art/psd/3D Books/Five Parsecs Compendium Render Transparent.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Ads,Dishonoured_Rear Endpapers_001w-2.psd,psd,source,29664600,28.29,,,,,marketing_ignore,,5 Parsecs Core Rulebook/Art/psd/Ads/Dishonoured_Rear Endpapers_001w-2.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Ads,STA Portrait Advert_Royale EDIT_001w.psd,psd,source,41223719,39.31,,,,,marketing_ignore,,5 Parsecs Core Rulebook/Art/psd/Ads/STA Portrait Advert_Royale EDIT_001w.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Concepts,Dec_11_Battle_Droids_concepts_.psd,psd,source,50151192,47.83,,,,,uncategorized,concept_sheet,5 Parsecs Core Rulebook/Art/psd/Concepts/Dec_11_Battle_Droids_concepts_.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Concepts,Dec_12_CoprSec_concepts_.psd,psd,source,21792035,20.78,,,,,uncategorized,concept_sheet,5 Parsecs Core Rulebook/Art/psd/Concepts/Dec_12_CoprSec_concepts_.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Concepts,Dec_13_Cultists_concepts_.psd,psd,source,21512804,20.52,,,,,uncategorized,concept_sheet,5 Parsecs Core Rulebook/Art/psd/Concepts/Dec_13_Cultists_concepts_.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Concepts,Dec_14_Agents_concepts_.psd,psd,source,14559294,13.88,,,,,uncategorized,concept_sheet,5 Parsecs Core Rulebook/Art/psd/Concepts/Dec_14_Agents_concepts_.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Concepts,Dec_15_Creatures_concepts_.psd,psd,source,18677535,17.81,,,,,uncategorized,concept_sheet,5 Parsecs Core Rulebook/Art/psd/Concepts/Dec_15_Creatures_concepts_.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Concepts,Dec_16_Swamp_Creatures_concepts_.psd,psd,source,66698669,63.61,,,,,uncategorized,concept_sheet,5 Parsecs Core Rulebook/Art/psd/Concepts/Dec_16_Swamp_Creatures_concepts_.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Concepts,Dec_17_Infantry_laser_weapon_concepts_.psd,psd,source,18278833,17.43,,,,,uncategorized,concept_sheet,5 Parsecs Core Rulebook/Art/psd/Concepts/Dec_17_Infantry_laser_weapon_concepts_.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Concepts,Dec_18_Pistol_weapon_concepts_.psd,psd,source,24229354,23.11,,,,,uncategorized,concept_sheet,5 Parsecs Core Rulebook/Art/psd/Concepts/Dec_18_Pistol_weapon_concepts_.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Concepts,Dec_20_Fury_rifle_concepts_.psd,psd,source,33133437,31.6,,,,,uncategorized,concept_sheet,5 Parsecs Core Rulebook/Art/psd/Concepts/Dec_20_Fury_rifle_concepts_.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Concepts,Dec_21_Five_Parsecs_weapon_conceptsheet_.psd,psd,source,40370017,38.5,,,,,uncategorized,concept_sheet,5 Parsecs Core Rulebook/Art/psd/Concepts/Dec_21_Five_Parsecs_weapon_conceptsheet_.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Concepts,Dec_21_Hand_Flame_pistol_concepts_.psd,psd,source,12146272,11.58,,,,,uncategorized,concept_sheet,5 Parsecs Core Rulebook/Art/psd/Concepts/Dec_21_Hand_Flame_pistol_concepts_.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Concepts,Dec_6_Ship_Concepts_.psd,psd,source,20429449,19.48,,,,,uncategorized,concept_sheet,5 Parsecs Core Rulebook/Art/psd/Concepts/Dec_6_Ship_Concepts_.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Concepts,Dec_7_Character_concepts_.psd,psd,source,43158160,41.16,,,,,uncategorized,concept_sheet,5 Parsecs Core Rulebook/Art/psd/Concepts/Dec_7_Character_concepts_.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Concepts,Dec_9_Bad_guys_character_concepts_.psd,psd,source,24297054,23.17,,,,,uncategorized,concept_sheet,5 Parsecs Core Rulebook/Art/psd/Concepts/Dec_9_Bad_guys_character_concepts_.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Concepts,Five Parsecs weapon concepts.psd,psd,source,28971962,27.63,,,,,uncategorized,concept_sheet,5 Parsecs Core Rulebook/Art/psd/Concepts/Five Parsecs weapon concepts.psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Weapons,Tein Stingers .psd,psd,source,6088317,5.81,,,,,uncategorized,,5 Parsecs Core Rulebook/Art/psd/Weapons/Tein Stingers .psd,untriaged,,
5 Parsecs Core Rulebook,Art/psd/Weapons,Twin Hornets green.psd,psd,source,5979464,5.7,,,,,uncategorized,,5 Parsecs Core Rulebook/Art/psd/Weapons/Twin Hornets green.psd,untriaged,,
